order,density,time
3,0.0,8450.0
3,0.3333333333333333,12900.0
3,0.6666666666666666,13300.0
3,1.0,13800.0
3,1.3333333333333333,14400.0
3,1.6666666666666667,14950.0
3,2.0,15400.0
3,2.3333333333333335,15700.0
3,2.6666666666666665,17100.0
3,3.0,16600.0
3,3.3333333333333335,16900.0
3,3.6666666666666665,18200.0
3,4.0,17900.0
3,4.333333333333333,18950.0
3,4.666666666666667,18250.0
3,5.0,37300.0
3,5.333333333333333,23200.0
3,5.666666666666667,22550.0
3,6.0,21150.0
3,6.333333333333333,23950.0
3,6.666666666666667,95550.0
3,7.0,96700.0
3,7.333333333333333,100800.0
3,7.666666666666667,100650.0
3,8.0,100750.0
3,8.333333333333334,103000.0
3,8.666666666666666,102850.0
3,9.0,101300.0
3,9.333333333333334,102450.0
3,9.666666666666666,105250.0
3,10.0,109100.0
3,10.333333333333334,102300.0
3,10.666666666666666,119250.0
3,11.0,171150.0
3,11.333333333333334,173200.0
3,11.666666666666666,173550.0
3,12.0,175850.0
3,12.333333333333334,171550.0
3,12.666666666666666,195600.0
3,13.0,183550.0
3,13.333333333333334,184800.0
3,13.666666666666666,197550.0
3,14.0,177300.0
3,14.333333333333334,192800.0
3,14.666666666666666,199150.0
3,15.0,240350.0
6,0.0,9550.0
6,0.3333333333333333,16500.0
6,0.6666666666666666,17500.0
6,1.0,15900.0
6,1.3333333333333333,17400.0
6,1.6666666666666667,17450.0
6,2.0,18200.0
6,2.3333333333333335,19050.0
6,2.6666666666666665,19400.0
6,3.0,20700.0
6,3.3333333333333335,21600.0
6,3.6666666666666665,22750.0
6,4.0,22350.0
6,4.333333333333333,25600.0
6,4.666666666666667,27800.0
6,5.0,26200.0
6,5.333333333333333,29850.0
6,5.666666666666667,121100.0
6,6.0,128800.0
6,6.333333333333333,136750.0
6,6.666666666666667,138600.0
6,7.0,136400.0
6,7.333333333333333,149150.0
6,7.666666666666667,147600.0
6,8.0,154900.0
6,8.333333333333334,238100.0
6,8.666666666666666,236650.0
6,9.0,265750.0
6,9.333333333333334,246200.0
6,9.666666666666666,260150.0
6,10.0,305150.0
6,10.333333333333334,276000.0
6,10.666666666666666,324150.0
6,11.0,324500.0
6,11.333333333333334,375300.0
6,11.666666666666666,394800.0
6,12.0,433550.0
6,12.333333333333334,466800.0
6,12.666666666666666,475550.0
6,13.0,519350.0
6,13.333333333333334,481900.0
6,13.666666666666666,528400.0
6,14.0,565000.0
6,14.333333333333334,524450.0
6,14.666666666666666,576200.0
6,15.0,616800.0
9,0.0,7600.0
9,0.3333333333333333,15850.0
9,0.6666666666666666,17100.0
9,1.0,17650.0
9,1.3333333333333333,19400.0
9,1.6666666666666667,19300.0
9,2.0,19950.0
9,2.3333333333333335,21650.0
9,2.6666666666666665,22250.0
9,3.0,23100.0
9,3.3333333333333335,25050.0
9,3.6666666666666665,25450.0
9,4.0,27550.0
9,4.333333333333333,27700.0
9,4.666666666666667,31650.0
9,5.0,32450.0
9,5.333333333333333,95100.0
9,5.666666666666667,169400.0
9,6.0,184600.0
9,6.333333333333333,292850.0
9,6.666666666666667,230150.0
9,7.0,334450.0
9,7.333333333333333,340750.0
9,7.666666666666667,347500.0
9,8.0,324850.0
9,8.333333333333334,417000.0
9,8.666666666666666,343200.0
9,9.0,503850.0
9,9.333333333333334,561100.0
9,9.666666666666666,590500.0
9,10.0,664100.0
9,10.333333333333334,628800.0
9,10.666666666666666,680250.0
9,11.0,682350.0
9,11.333333333333334,766900.0
9,11.666666666666666,835750.0
9,12.0,865250.0
9,12.333333333333334,925000.0
9,12.666666666666666,863500.0
9,13.0,1040800.0
9,13.333333333333334,1108150.0
9,13.666666666666666,1028850.0
9,14.0,1117800.0
9,14.333333333333334,1178900.0
9,14.666666666666666,1376800.0
9,15.0,1411100.0
12,0.0,7600.0
12,0.3333333333333333,17450.0
12,0.6666666666666666,19900.0
12,1.0,20000.0
12,1.3333333333333333,22350.0
12,1.6666666666666667,22900.0
12,2.0,24400.0
12,2.3333333333333335,23950.0
12,2.6666666666666665,25650.0
12,3.0,28100.0
12,3.3333333333333335,28100.0
12,3.6666666666666665,30850.0
12,4.0,31850.0
12,4.333333333333333,34850.0
12,4.666666666666667,37400.0
12,5.0,37950.0
12,5.333333333333333,194850.0
12,5.666666666666667,212200.0
12,6.0,213350.0
12,6.333333333333333,252700.0
12,6.666666666666667,288650.0
12,7.0,441300.0
12,7.333333333333333,514750.0
12,7.666666666666667,566550.0
12,8.0,621450.0
12,8.333333333333334,698400.0
12,8.666666666666666,728250.0
12,9.0,987850.0
12,9.333333333333334,1020850.0
12,9.666666666666666,976200.0
12,10.0,1062400.0
12,10.333333333333334,1465600.0
12,10.666666666666666,1602500.0
12,11.0,1582200.0
12,11.333333333333334,2042050.0
12,11.666666666666666,2382600.0
12,12.0,2313350.0
12,12.333333333333334,2533050.0
12,12.666666666666666,3108300.0
12,13.0,3245750.0
12,13.333333333333334,2726800.0
12,13.666666666666666,3519200.0
12,14.0,2989700.0
12,14.333333333333334,3615850.0
12,14.666666666666666,4056850.0
12,15.0,6262150.0
15,0.0,13600.0
15,0.3333333333333333,28550.0
15,0.6666666666666666,27900.0
15,1.0,31050.0
15,1.3333333333333333,32000.0
15,1.6666666666666667,34500.0
15,2.0,35800.0
15,2.3333333333333335,39750.0
15,2.6666666666666665,56850.0
15,3.0,48700.0
15,3.3333333333333335,49100.0
15,3.6666666666666665,58350.0
15,4.0,62600.0
15,4.333333333333333,126850.0
15,4.666666666666667,386250.0
15,5.0,364750.0
15,5.333333333333333,388000.0
15,5.666666666666667,523850.0
15,6.0,739900.0
15,6.333333333333333,817700.0
15,6.666666666666667,663750.0
15,7.0,740050.0
15,7.333333333333333,1096400.0
15,7.666666666666667,1215750.0
15,8.0,1486200.0
15,8.333333333333334,2337050.0
15,8.666666666666666,1928850.0
15,9.0,1746050.0
15,9.333333333333334,2861700.0
15,9.666666666666666,2945650.0
15,10.0,3445650.0
15,10.333333333333334,2674350.0
15,10.666666666666666,2997450.0
15,11.0,4034700.0
15,11.333333333333334,4534650.0
15,11.666666666666666,3937800.0
15,12.0,4091700.0
15,12.333333333333334,5942750.0
15,12.666666666666666,7209500.0
15,13.0,7936300.0
15,13.333333333333334,10429350.0
15,13.666666666666666,9677000.0
15,14.0,13166600.0
15,14.333333333333334,15068300.0
15,14.666666666666666,13785750.0
15,15.0,19904750.0
18,0.0,8250.0
18,0.3333333333333333,22150.0
18,0.6666666666666666,24000.0
18,1.0,25200.0
18,1.3333333333333333,26900.0
18,1.6666666666666667,29650.0
18,2.0,30700.0
18,2.3333333333333335,31950.0
18,2.6666666666666665,33700.0
18,3.0,36200.0
18,3.3333333333333335,37100.0
18,3.6666666666666665,40000.0
18,4.0,45700.0
18,4.333333333333333,46550.0
18,4.666666666666667,286150.0
18,5.0,321800.0
18,5.333333333333333,330000.0
18,5.666666666666667,374500.0
18,6.0,585000.0
18,6.333333333333333,800950.0
18,6.666666666666667,886450.0
18,7.0,1392250.0
18,7.333333333333333,1608850.0
18,7.666666666666667,2364600.0
18,8.0,3011600.0
18,8.333333333333334,3177400.0
18,8.666666666666666,3636550.0
18,9.0,4472300.0
18,9.333333333333334,8630400.0
18,9.666666666666666,8373300.0
18,10.0,10488300.0
18,10.333333333333334,11106450.0
18,10.666666666666666,10138400.0
18,11.0,17321250.0
18,11.333333333333334,22403350.0
18,11.666666666666666,23078000.0
18,12.0,28473650.0
18,12.333333333333334,31227200.0
18,12.666666666666666,37855650.0
18,13.0,41303700.0
18,13.333333333333334,55824300.0
18,13.666666666666666,58482700.0
18,14.0,66116800.0
18,14.333333333333334,67862350.0
18,14.666666666666666,106181800.0
18,15.0,102727700.0
21,0.0,8250.0
21,0.3333333333333333,24100.0
21,0.6666666666666666,25700.0
21,1.0,30850.0
21,1.3333333333333333,31750.0
21,1.6666666666666667,32200.0
21,2.0,32000.0
21,2.3333333333333335,35200.0
21,2.6666666666666665,37150.0
21,3.0,40800.0
21,3.3333333333333335,44700.0
21,3.6666666666666665,47700.0
21,4.0,52050.0
21,4.333333333333333,63400.0
21,4.666666666666667,62700.0
21,5.0,383950.0
21,5.333333333333333,390700.0
21,5.666666666666667,683600.0
21,6.0,1023300.0
