order,density,time
3,0.0,6519.0
3,0.3333333333333333,12123.5
3,0.6666666666666666,13854.0
3,1.0,15303.0
3,1.3333333333333333,16635.0
3,1.6666666666666667,18531.5
3,2.0,19652.5
3,2.3333333333333335,20835.5
3,2.6666666666666665,22486.0
3,3.0,23712.0
3,3.3333333333333335,24538.5
3,3.6666666666666665,26817.0
3,4.0,27194.0
3,4.333333333333333,28869.5
3,4.666666666666667,30295.0
3,5.0,31868.5
3,5.333333333333333,32915.0
3,5.666666666666667,34826.0
3,6.0,98062.0
3,6.333333333333333,36737.5
3,6.666666666666667,102479.5
3,7.0,104532.0
3,7.333333333333333,107129.5
3,7.666666666666667,109937.0
3,8.0,113326.0
3,8.333333333333334,115123.5
3,8.666666666666666,118944.5
3,9.0,120029.0
3,9.333333333333334,121925.5
3,9.666666666666666,123540.0
3,10.0,125213.0
3,10.333333333333334,128878.0
3,10.666666666666666,135486.5
3,11.0,138382.5
3,11.333333333333334,227334.5
3,11.666666666666666,140072.5
3,12.0,239347.5
3,12.333333333333334,238236.0
3,12.666666666666666,239731.5
3,13.0,244750.5
3,13.333333333333334,248041.5
3,13.666666666666666,255756.5
3,14.0,367053.5
3,14.333333333333334,281342.0
3,14.666666666666666,276393.5
3,15.0,375039.5
6,0.0,6694.0
6,0.3333333333333333,15396.5
6,0.6666666666666666,17897.5
6,1.0,21010.5
6,1.3333333333333333,23325.0
6,1.6666666666666667,25873.5
6,2.0,28408.5
6,2.3333333333333335,30636.5
6,2.6666666666666665,34098.5
6,3.0,36339.0
6,3.3333333333333335,38684.0
6,3.6666666666666665,41598.0
6,4.0,43578.5
6,4.333333333333333,47196.5
6,4.666666666666667,50973.0
6,5.0,53374.5
6,5.333333333333333,160062.0
6,5.666666666666667,169521.0
6,6.0,180052.5
6,6.333333333333333,180245.0
6,6.666666666666667,187268.0
6,7.0,201469.5
6,7.333333333333333,212632.0
6,7.666666666666667,208335.5
6,8.0,223620.5
6,8.333333333333334,391364.0
6,8.666666666666666,413119.0
6,9.0,393152.5
6,9.333333333333334,443993.0
6,9.666666666666666,464476.0
6,10.0,503867.0
6,10.333333333333334,527232.5
6,10.666666666666666,735275.0
6,11.0,739728.5
6,11.333333333333334,729842.0
6,11.666666666666666,740001.0
6,12.0,789467.5
6,12.333333333333334,842356.5
6,12.666666666666666,889155.5
6,13.0,1063743.5
6,13.333333333333334,1068695.5
6,13.666666666666666,1270560.0
6,14.0,1203123.5
6,14.333333333333334,1496172.5
6,14.666666666666666,1245750.5
6,15.0,1711638.5
9,0.0,6482.0
9,0.3333333333333333,17553.0
9,0.6666666666666666,21873.5
9,1.0,25772.5
9,1.3333333333333333,28993.0
9,1.6666666666666667,32577.5
9,2.0,36820.5
9,2.3333333333333335,39888.0
9,2.6666666666666665,43441.0
9,3.0,48464.5
9,3.3333333333333335,50776.0
9,3.6666666666666665,55565.5
9,4.0,58541.0
9,4.333333333333333,65854.5
9,4.666666666666667,69212.0
9,5.0,75129.0
9,5.333333333333333,240872.5
9,5.666666666666667,278274.0
9,6.0,301195.5
9,6.333333333333333,308036.5
9,6.666666666666667,342706.5
9,7.0,515350.5
9,7.333333333333333,692887.0
9,7.666666666666667,785123.5
9,8.0,867429.0
9,8.333333333333334,840485.0
9,8.666666666666666,1017557.5
9,9.0,1326720.0
9,9.333333333333334,1692717.5
9,9.666666666666666,1723370.0
9,10.0,2052352.5
9,10.333333333333334,1863330.5
9,10.666666666666666,2317787.0
9,11.0,2625803.5
9,11.333333333333334,3085247.5
9,11.666666666666666,3305929.0
9,12.0,3558004.5
9,12.333333333333334,3552638.5
9,12.666666666666666,4030275.0
9,13.0,4975952.5
9,13.333333333333334,5153945.5
9,13.666666666666666,6427378.0
9,14.0,5818127.5
9,14.333333333333334,6553196.0
9,14.666666666666666,7880555.0
9,15.0,8298609.0
12,0.0,6470.0
12,0.3333333333333333,19658.0
12,0.6666666666666666,24604.0
12,1.0,29797.5
12,1.3333333333333333,34464.0
12,1.6666666666666667,38483.5
12,2.0,43660.0
12,2.3333333333333335,48644.0
12,2.6666666666666665,52681.5
12,3.0,57974.0
12,3.3333333333333335,62746.5
12,3.6666666666666665,68848.0
12,4.0,75956.0
12,4.333333333333333,83737.5
12,4.666666666666667,264003.5
12,5.0,344595.0
12,5.333333333333333,362696.0
12,5.666666666666667,383220.0
12,6.0,468205.0
12,6.333333333333333,905405.0
12,6.666666666666667,1166889.5
12,7.0,1345823.0
12,7.333333333333333,1266889.0
12,7.666666666666667,1815295.5
12,8.0,3250726.5
12,8.333333333333334,3012282.5
12,8.666666666666666,3883033.5
12,9.0,4493091.5
12,9.333333333333334,7414117.0
12,9.666666666666666,9174331.5
12,10.0,6902123.0
12,10.333333333333334,8162532.5
12,10.666666666666666,12752460.0
12,11.0,11917954.5
12,11.333333333333334,13264798.5
12,11.666666666666666,21116268.0
12,12.0,14222903.5
12,12.333333333333334,19161858.0
12,12.666666666666666,33303841.5
12,13.0,28858178.5
12,13.333333333333334,36505003.0
12,13.666666666666666,39699445.0
12,14.0,56676154.0
12,14.333333333333334,43073917.5
12,14.666666666666666,72757736.5
12,15.0,97046901.0
