order,time
3,110430.5
5,143605.0
7,182535.5
9,213202.5
11,281240.0
13,328696.5
15,634525.5
17,784392.5
19,963927.0
21,1223050.5
23,1927687.5
25,2575793.5
27,3716517.0
29,6004892.5
31,11413066.0
33,22436471.5
35,29777663.5
37,55746612.0
39,71039189.5
41,114157992.5
43,182339036.5
45,319705809.0
47,523816564.5
49,741060133.5
